职位,公司名称,地址,经度,纬度,网址
仓库理货员,天津市陶阳商贸有限公司,丽苑小区秀丽园,117.2895627,39.15463543,https://jobs.51job.com/tianjin-hdq/94074559.html?s=01&t=0
仓库管理员,天津市津电管网安装工程有限公司,唐口南里,117.2477909,39.13458353,https://jobs.51job.com/tianjin-hdq/94941238.html?s=01&t=0
仓库管理员（周末双休+五险一金+月薪4K起）,天津市金煊塑料制品有限公司,河东,117.2616932,39.12662568,https://jobs.51job.com/tianjin-hdq/95499916.html?s=01&t=0
仓库管理员（双休+朝九晚六+五险一金）,天津市金煊塑料制品有限公司,河东,117.2616932,39.12662568,https://jobs.51job.com/tianjin-hdq/96249804.html?s=01&t=0
仓库管理员（双休+五险一金+朝九晚六）,武汉建中伟业科技有限公司,河东区中山门街道,117.2721907,39.11117247,https://jobs.51job.com/tianjin-hdq/96616761.html?s=01&t=0
仓库管理员（双休+五险一金+朝九晚六）,天津市金煊塑料制品有限公司,河东区大光明桥一带,117.227137,39.12601792,https://jobs.51job.com/tianjin-hdq/96751610.html?s=01&t=0
仓库管理员,硕方电子（天津）有限公司,天津河东区新开路万春美钻大厦3楼301室,117.2202273,39.15045845,https://jobs.51job.com/tianjin-hdq/97075190.html?s=01&t=0
仓库管理员/五险一金+双休,武汉亿钜鑫网络科技有限公司,河东区远洋国际,117.2616932,39.12662568,https://jobs.51job.com/tianjin-hdq/98145983.html?s=01&t=0
仓库管理员月薪5K 五险一金+包住宿,武汉亿钜鑫网络科技有限公司,河东区远洋国际,117.2616932,39.12662568,https://jobs.51job.com/tianjin-hdq/98179968.html?s=01&t=0
仓库管理员/五险一金+年底双薪+生活补贴,武汉亿钜鑫网络科技有限公司,河东区远洋国际,117.2616932,39.12662568,https://jobs.51job.com/tianjin-hdq/98198890.html?s=01&t=0
分拣理货员,有范（天津）商贸有限公司,津塘路与十五经路交口处,117.2452297,39.12317014,https://jobs.51job.com/tianjin-hdq/98207496.html?s=01&t=0
仓库管理员（奖金 双休 5险1金 文职）,武汉亿钜鑫网络科技有限公司,河东区远洋国际,117.2616932,39.12662568,https://jobs.51job.com/tianjin-hdq/98260644.html?s=01&t=0
仓库管理员+五险一金+包吃住,武汉亿钜鑫网络科技有限公司,河东区远洋国际,117.2616932,39.12662568,https://jobs.51job.com/tianjin-hdq/98368953.html?s=01&t=0
搬运工,天津市悦鑫建筑装饰工程有限公司,河东区天山南路万隆小区,117.2868745,39.13002065,https://jobs.51job.com/tianjin-hdq/98511176.html?s=01&t=0
仓库管理员(做五休二+五险一金),武汉汇博天下科技有限公司,华兴道,117.2206508,39.14582184,https://jobs.51job.com/tianjin-hdq/98528415.html?s=01&t=0
仓库管理专员(五险一金+带薪年假),武汉亿钜鑫网络科技有限公司,河东区远洋国际,117.2616932,39.12662568,https://jobs.51job.com/tianjin-hdq/98550503.html?s=01&t=0
仓库管理员 双休 房补,武汉汇博天下科技有限公司,华兴道,117.2206508,39.14582184,https://jobs.51job.com/tianjin-hdq/98613904.html?s=01&t=0
仓库管理员/五险一金+双休,武汉亿钜鑫网络科技有限公司,河东区远洋国际,117.2616932,39.12662568,https://jobs.51job.com/tianjin-hdq/99155980.html?s=01&t=0
仓库管理员/五险一金,武汉亿钜鑫网络科技有限公司,河东区远洋国际,117.2616932,39.12662568,https://jobs.51job.com/tianjin-hdq/99222922.html?s=01&t=0
仓库管理员,天津科林倍健净水科技有限公司,河东区远洋国际商务楼1号楼1501,117.2295016,39.14496754,https://jobs.51job.com/tianjin-hdq/99296065.html?s=01&t=0
仓库管理员（食宿补贴+双休）,菲尔普斯文化传播,天津市和平区津湾广场,117.2175464,39.13806814,https://jobs.51job.com/tianjin-hpq/100123471.html?s=01&t=0
仓库管理员,韩童（天津）文化传播有限公司,张自忠路160号 津门公寓B座1单元2601（瑞吉金融酒店旁边）,117.2059919,39.13545722,https://jobs.51job.com/tianjin-hpq/100128701.html?s=01&t=0
仓库管理员,北京连华永兴科技发展有限公司,天津市和平区西康路康宁大厦B座1105,117.1944183,39.1158945,https://jobs.51job.com/tianjin-hpq/100351155.html?s=01&t=0
仓库管理员,安纽希（天津）婴幼儿食品科技有限公司,南马路11号,117.193628,39.14203872,https://jobs.51job.com/tianjin-hpq/100623866.html?s=01&t=0
仓库管理员 五险一金+节日礼品,武汉鑫麟杰商贸有限公司,和平区,117.2028137,39.12480884,https://jobs.51job.com/tianjin-hpq/100757681.html?s=01&t=0
仓库管理员（绩效奖金+双休）,天津格瑞特康生物科技有限公司,天津-和平区,117.2028137,39.12480884,https://jobs.51job.com/tianjin-hpq/100875462.html?s=01&t=0
仓库管理员（食宿补贴+双休）,菲尔普斯文化传播,天津市和平区津湾广场,117.2175464,39.13806814,https://jobs.51job.com/tianjin-hpq/101125057.html?s=01&t=0
库房管理文员/轻松4K+带薪年假,天津艾丰齐科技有限公司,天津-和平区,117.2028137,39.12480884,https://jobs.51job.com/tianjin-hpq/101839327.html?s=01&t=0
物流仓储/物流专员/快递/仓库管理员,天津艾丰齐科技有限公司,天津-和平区,117.2028137,39.12480884,https://jobs.51job.com/tianjin-hpq/101839448.html?s=01&t=0
库房管理文员/月薪4000+接受实习,天津艾丰齐科技有限公司,天津-和平区,117.2028137,39.12480884,https://jobs.51job.com/tianjin-hpq/102052100.html?s=01&t=0
货品管理员,天津大富班尼路服饰有限公司,天津市和平区滨江道282号,117.2034462,39.12751757,https://jobs.51job.com/tianjin-hpq/66537332.html?s=01&t=0
急聘 仓库/物料管理员包食宿 无经验要求,天津市金煊塑料制品有限公司,和平区南京东路129号,117.2028137,39.12480884,https://jobs.51job.com/tianjin-hpq/93588835.html?s=01&t=0
收货主管/经理,上海绿地优鲜投资控股有限公司,南京路181号(近营口道地铁站C口),117.2057922,39.12324939,https://jobs.51job.com/tianjin-hpq/93743964.html?s=01&t=0
现场专员,天津圣世特物流有限公司,和平区南京路189号津汇广场1座1303室,117.2042504,39.12389499,https://jobs.51job.com/tianjin-hpq/94167645.html?s=01&t=0
仓库管理员（提供食宿）做五休二 弹性工作,天津国御互联科技有限公司,和平区,117.2028137,39.12480884,https://jobs.51job.com/tianjin-hpq/95148293.html?s=01&t=0
库管,天津名堂婚纱贸易有限公司,天津和平区福安大街天汇广场B座801,117.1943772,39.1355503,https://jobs.51job.com/tianjin-hpq/95250557.html?s=01&t=0
仓库理货员,全球国际货运代理（中国）有限公司北京分公司,和平区南路路189号津汇广场2座,117.2297332,39.10815285,https://jobs.51job.com/tianjin-hpq/96127741.html?s=01&t=0
仓库管理员（双休+五险一金+带薪年假）,武汉建中伟业科技有限公司,和平区滨江道,117.2070621,39.1315234,https://jobs.51job.com/tianjin-hpq/96482765.html?s=01&t=0
Operation Supervisor/ 现场督导员,上海信茂国际货物运输代理有限公司,天津市和平区南京路305号经济联合中心大厦17楼A033室,117.1876674,39.12583916,https://jobs.51job.com/tianjin-hpq/97898471.html?s=01&t=0
网游设计开发零基础可培养高薪,天津燃点工坊科技有限公司,南马路11号创新大厦A座26层,117.1953769,39.14194128,https://jobs.51job.com/tianjin-hpq/99820369.html?s=01&t=0
游戏开发工程师无基础可培养,天津燃点工坊科技有限公司,南马路11号创新大厦A座26层,117.1953769,39.14194128,https://jobs.51job.com/tianjin-hpq/99820386.html?s=01&t=0
游戏画面设计开发无基础岗,天津燃点工坊科技有限公司,南马路11号创新大厦A座26层,117.1953769,39.14194128,https://jobs.51job.com/tianjin-hpq/99820398.html?s=01&t=0
收货部主管,上海绿地优鲜投资控股有限公司,大丰路与北马路交口,117.1782049,39.15223844,https://jobs.51job.com/tianjin-hqq/100259342.html?s=01&t=0
收货主管,上海绿地优鲜投资控股有限公司,大丰路与北马路交口,117.1782049,39.15223844,https://jobs.51job.com/tianjin-hqq/100261785.html?s=01&t=0
搬运工（外地人优先）,天津驿源恒泰酒水销售有限公司,天津市红桥区怡闲道,117.1681044,39.14905667,https://jobs.51job.com/tianjin-hqq/101496031.html?s=01&t=0
仓库管理文员 纯文职/双休,天津百浩鑫生物科技有限公司,红桥区,117.1622168,39.17062133,https://jobs.51job.com/tianjin-hqq/102404585.html?s=01&t=0
仓管/物流管理 底薪4000 双休 福利好,天津格瑞特康生物科技有限公司,华水大厦,117.1550482,39.16840753,https://jobs.51job.com/tianjin-hqq/102752449.html?s=01&t=0
理货员（全勤奖+补助）,天津千顺科技有限公司,红桥区,117.1622168,39.17062133,https://jobs.51job.com/tianjin-hqq/102930817.html?s=01&t=0
天津办事处仓管员(职位编号：yxzx194),广东宝克文具有限公司,天津市红桥区河北大街与三条石大街交口金领花园5号楼1门－商业104,117.1853163,39.15517844,https://jobs.51job.com/tianjin-hqq/64798812.html?s=01&t=0
仓库管理员,天津市芦台春酒业有限公司,张自忠路海河华鼎大厦,117.1986225,39.15322777,https://jobs.51job.com/tianjin-hqq/92020297.html?s=01&t=0
仓库/物料管理员包食宿 无经验要求,天津市金煊塑料制品有限公司,红桥,117.1622168,39.17062133,https://jobs.51job.com/tianjin-hqq/94343106.html?s=01&t=0
仓库管理员,上海陆家嘴物业管理有限公司天津分公司,陆家嘴广场,117.1815622,39.1535872,https://jobs.51job.com/tianjin-hqq/96966051.html?s=01&t=0
仓库管理员（后勤 4K起包吃包住）,武汉汇博天下科技有限公司,荣业大街,117.191254,39.13576173,https://jobs.51job.com/tianjin-hqq/97280160.html?s=01&t=0
仓库管理员（14天带薪年假+丰厚年终奖金）,武汉汇博天下科技有限公司,荣业大街,117.191254,39.13576173,https://jobs.51job.com/tianjin-hqq/97315600.html?s=01&t=0
仓库管理员（后勤 4K起包吃包住）,武汉建中伟业科技有限公司,红桥区咸阳北道,117.1622168,39.17062133,https://jobs.51job.com/tianjin-hqq/97727356.html?s=01&t=0
仓库管理员（后勤 4K起包吃包住）,武汉建中伟业科技有限公司,红桥区咸阳北道,117.1622168,39.17062133,https://jobs.51job.com/tianjin-hqq/97890409.html?s=01&t=0
物流专员（内编+年终奖+五险一金+轻松5K）,武汉汇博天下科技有限公司,荣业大街,117.191254,39.13576173,https://jobs.51job.com/tianjin-hqq/98048743.html?s=01&t=0
急聘仓库管理员（包吃住 4000+ 社保 福利多多）,武汉汇博天下科技有限公司,荣业大街,117.191254,39.13576173,https://jobs.51job.com/tianjin-hqq/98081699.html?s=01&t=0
仓库管理员（后勤 4K起包吃包住）,武汉汇博天下科技有限公司,荣业大街,117.191254,39.13576173,https://jobs.51job.com/tianjin-hqq/98241826.html?s=01&t=0
急聘 仓库/物料管理员 4000包食宿 无经验要求,天津市金煊塑料制品有限公司,红桥区,117.1622168,39.17062133,https://jobs.51job.com/tianjin-hqq/98307148.html?s=01&t=0
急聘 仓库/物料管理员 4000包食宿 无经验要求,天津市金煊塑料制品有限公司,红桥区,117.1622168,39.17062133,https://jobs.51job.com/tianjin-hqq/98672900.html?s=01&t=0
仓库管理员（4000起+包吃住）,武汉建中伟业科技有限公司,红桥区咸阳北道,117.1622168,39.17062133,https://jobs.51job.com/tianjin-hqq/98709473.html?s=01&t=0
游戏动漫特效开发助理3,天津汇众燃点科技有限公司,红桥区北马路170号天津陆家嘴金融广场A座15层,117.189144,39.15159868,https://jobs.51job.com/tianjin-hqq/99034666.html?s=01&t=0
仓库管理员（五险一金）,武汉汇博天下科技有限公司,荣业大街,117.191254,39.13576173,https://jobs.51job.com/tianjin-hqq/99422556.html?s=01&t=0
仓库管理员（带薪年假+年终奖）,武汉汇博天下科技有限公司,荣业大街,117.191254,39.13576173,https://jobs.51job.com/tianjin-hqq/99658808.html?s=01&t=0
仓库管理员（双休+五险一金+带薪年假）,天津百浩鑫生物科技有限公司,日报大厦,117.2108131,39.1439299,https://jobs.51job.com/tianjin-hxq/101186043.html?s=01&t=0
仓库管理员 （五险一金+带薪年假）,天津百浩鑫生物科技有限公司,日报大厦,117.2108131,39.1439299,https://jobs.51job.com/tianjin-hxq/101266766.html?s=01&t=0
仓库管理员（餐交房补/双休）,武汉建中伟业科技有限公司,河西区友谊路街道,117.2079512,39.08932243,https://jobs.51job.com/tianjin-hxq/101369279.html?s=01&t=0
仓库管理员（年终奖+可应届）,天津百浩鑫生物科技有限公司,国际会展中心,117.2108131,39.1439299,https://jobs.51job.com/tianjin-hxq/102191740.html?s=01&t=0
仓库管理员（年终奖+可应届）,天津百浩鑫生物科技有限公司,国际会展中心,117.2108131,39.1439299,https://jobs.51job.com/tianjin-hxq/102238532.html?s=01&t=0
仓库管理员,五洲荣耀（天津）集团有限公司,天津市河西区围堤道宝钢大厦8层,117.217953,39.102912,https://jobs.51job.com/tianjin-hxq/102522169.html?s=01&t=0
备件库房管理,天津市伟盛汽车贸易有限公司,解放南路环渤海汽车城2期19号伟盛大通展厅,117.239534,39.0625506,https://jobs.51job.com/tianjin-hxq/102978129.html?s=01&t=0
仓库管理员,天津东盛泰和电子有限公司,天津市河西区越秀路68号银河大厦901-908室,117.2163665,39.09770966,https://jobs.51job.com/tianjin-hxq/103349736.html?s=01&t=0
库控管理员,天津米兰世家家具有限公司,天津河西区解放南路481号,117.2389298,39.07224839,https://jobs.51job.com/tianjin-hxq/51760358.html?s=01&t=0
跟车送货工,天津市盛茁生物科技有限公司,西青区赛达一大道桐海仓库6号,117.2400104,38.97855712,https://jobs.51job.com/tianjin-hxq/64175927.html?s=01&t=0
商品管理,天津米兰世家家具有限公司,解放南路481号（米兰世家）,117.2390257,39.07213412,https://jobs.51job.com/tianjin-hxq/88122576.html?s=01&t=0
仓库管理员,天津中康正标商贸有限公司,天津市河西区陈塘庄台儿庄路尊华企业基地C1011,117.2609073,39.0847349,https://jobs.51job.com/tianjin-hxq/89204883.html?s=01&t=0
物流专员/配送专员/物流实习生,纳通医疗集团,天津市河西区南北大街海景雅苑,117.2463626,39.09676781,https://jobs.51job.com/tianjin-hxq/91830408.html?s=01&t=0
仓库管理员,天津食健科技发展有限公司,河西区洞庭路美年广场4号楼,117.256064,39.07994078,https://jobs.51job.com/tianjin-hxq/93382913.html?s=01&t=0
仓库管理员（双休+五险一金+带薪年假）,天津市金煊塑料制品有限公司,河西,117.2361655,39.08449374,https://jobs.51job.com/tianjin-hxq/96206521.html?s=01&t=0
物流调度主管,天津食健科技发展有限公司,河西区洞庭路美年广场4号楼,117.256064,39.07994078,https://jobs.51job.com/tianjin-hxq/96695827.html?s=01&t=0
物流专员/仓管,纳通医疗集团,台儿庄南路附近,117.2668171,39.0859643,https://jobs.51job.com/tianjin-hxq/96739196.html?s=01&t=0
仓库管理专员,天津光电惠高电子有限公司,天津市河西区泰山路6号,117.2362199,39.09327672,https://jobs.51job.com/tianjin-hxq/96760821.html?s=01&t=0
库房经理(职位编号：16),江苏麦乐多科技有限公司,河西,117.2361655,39.08449374,https://jobs.51job.com/tianjin-hxq/96889128.html?s=01&t=0
仓储管理(职位编号：001),先知（天津）图书销售有限公司,天津市河西区尖山路100号,117.2302237,39.09265673,https://jobs.51job.com/tianjin-hxq/98724363.html?s=01&t=0
仓库管理员,俏江南,友谊北路1号,117.2116218,39.11378123,https://jobs.51job.com/tianjin-hxq/99418104.html?s=01&t=0
仓库管理员,天津市耀华金禧玻璃有限公司,滨海汽车零部件产业园清亮东道6号路天大天久东400米,117.0296321,38.98482698,https://jobs.51job.com/tianjin-jhq/101205207.html?s=01&t=0
仓库管理员,上海伶尔亿环境工程有限公司,开发区物海道2号,116.9935171,38.937526,https://jobs.51job.com/tianjin-jhq/102248046.html?s=01&t=0
仓库管理员,天津新大洋模具有限公司静海分公司,经济开发区南区天宇科技园泰安道西侧天津新大洋模具有限公司静海分公司,116.9977723,38.90821152,https://jobs.51job.com/tianjin-jhq/102360627.html?s=01&t=0
发货员,天津市天创百纯环保科技有限公司,静海开发区金海道29号,116.9729119,38.94603414,https://jobs.51job.com/tianjin-jhq/102364829.html?s=01&t=0
仓库管理员,深圳市安泰科建筑技术有限公司,北环工业园砖厂路安泰科,117.2108131,39.1439299,https://jobs.51job.com/tianjin-jhq/102449318.html?s=01&t=0
仓库管理员,天津市天创百纯环保科技有限公司,静海开发区金海道29号,116.9729119,38.94603414,https://jobs.51job.com/tianjin-jhq/102727589.html?s=01&t=0
仓储物流主管,韩谊（天津）新材料有限公司,天津子牙循环经济产业园兴惠科技院内,117.1984434,39.13179092,https://jobs.51job.com/tianjin-jhq/102785487.html?s=01&t=0
仓库管理员,天津亨旺机械有限公司,天津静海开发区北区十亿道3号,117.0416442,38.9960161,https://jobs.51job.com/tianjin-jhq/102918554.html?s=01&t=0
仓库管理员,天津金仓互联网科技有限公司,北环工业区徐良路1号,116.949847,38.96037295,https://jobs.51job.com/tianjin-jhq/102934944.html?s=01&t=0
库管员,吉林精气神有机农业股份有限公司,经济开发区北区众品路2号,117.2108131,39.1439299,https://jobs.51job.com/tianjin-jhq/103460815.html?s=01&t=0
仓库管理员(职位编号：007),天津木艺家节能建材科技股份有限公司,天津静海经济开发区北区2号路 (正东科技园南门Fs12、Fs13栋）,116.9684007,38.93821023,https://jobs.51job.com/tianjin-jhq/82674064.html?s=01&t=0
库管,天津明特科技开发有限公司,天津静海天宇科技园,117.003033,38.90727824,https://jobs.51job.com/tianjin-jhq/89561543.html?s=01&t=0
仓库管理员,虫洞（天津）众创空间有限公司,静海经济开发区北区十亿道8号,116.9684007,38.93821023,https://jobs.51job.com/tianjin-jhq/92112500.html?s=01&t=0
仓库管理员,天津市永利奇纸品机械有限公司,静海经济技术开发区南区泰安道富士达南行1500米,116.9885301,38.88586885,https://jobs.51job.com/tianjin-jhq/92751102.html?s=01&t=0
仓库管理员,天津市永利奇纸品机械有限公司,静海经济技术开发区南区泰安道富士达南行1500米,116.9885301,38.88586885,https://jobs.51job.com/tianjin-jhq/92751288.html?s=01&t=0
库房主管,韩谊（天津）新材料有限公司,天津子牙循环经济产业园兴惠科技院内,117.1984434,39.13179092,https://jobs.51job.com/tianjin-jhq/93301501.html?s=01&t=0
仓储库管,天津赛德生物制药有限公司,天津市静海县经济开发区聚海道,117.012847,38.93939314,https://jobs.51job.com/tianjin-jhq/94340824.html?s=01&t=0
仓库管理员,天津昕田管道科技有限公司,天津市静海县大丰堆镇中明村前街6号,117.018725,38.90070718,https://jobs.51job.com/tianjin-jhq/95790791.html?s=01&t=0
仓库管理员（工作地点：静海）,天津市金盛威建设工程集团有限公司,杨成庄乡乡政府对过,117.068548,38.95112814,https://jobs.51job.com/tianjin-jhq/96268807.html?s=01&t=0
仓库管理员（工作地点：静海）,天津市金盛威建设工程集团有限公司,杨成庄乡乡政府对过,117.068548,38.95112814,https://jobs.51job.com/tianjin-jhq/96286370.html?s=01&t=0
仓库管理员（天津-静海区）,天津市鑫源包装有限公司,天津市静海区 杨家园开发区,116.9229228,38.85993149,https://jobs.51job.com/tianjin-jhq/97810183.html?s=01&t=0
仓库管理员,天津市静海区昊晟源车百汇汽车维修中心,天津市静海区津文公路与春曦道交口东200米,117.105061,39.04499757,https://jobs.51job.com/tianjin-jhq/98043244.html?s=01&t=0
仓库管理员,天津万立鑫晟新材料技术研究院有限公司,天津市静海县良王庄,116.9335969,38.98976431,https://jobs.51job.com/tianjin-jhq/98311866.html?s=01&t=0
仓库主管,天津市亚泰鸿亿电镀设备有限公司,天津市静海县良王庄乡十里堡村,116.9359139,38.98786757,https://jobs.51job.com/tianjin-jhq/98440543.html?s=01&t=0
仓库管理员,天津皓硕金属制品有限公司,天津市静海区陈官屯镇陈大路18号,116.9252503,38.82677548,https://jobs.51job.com/tianjin-jhq/98738709.html?s=01&t=0
天津德邦夜班搬运工/月薪7千以上,上海赫持货运代理有限公司,面试乘车路线：天津站做570路公交，在宁河现代产业园公交站下车，联系电话：18016372590 孙先生 微信同号,0,0,https://jobs.51job.com/tianjin-jhq/99117713.html?s=01&t=0
仓库主管,天津昕田管道科技有限公司,天津市静海县大丰堆镇中明村前街6号,117.018725,38.90070718,https://jobs.51job.com/tianjin-jhq/99348733.html?s=01&t=0
天津德邦夜班搬运工/月薪7千以上,上海赫持货运代理有限公司,面试乘车路线：天津站做570路公交，在宁河现代产业园公交站下车，联系电话：18016372590 孙先生 微信同号,0,0,https://jobs.51job.com/tianjin-jhq/99456886.html?s=01&t=0
仓库管理员,宏德集团,天津津南开发区东区聚英路37号,117.3090164,39.03849105,https://jobs.51job.com/tianjin-jnq/100358111.html?s=01&t=0
理货员,力生（天津）国际贸易有限公司,双港高科技产业园区联东U谷研创园26号楼 (睿科道与慧科路交口),117.310735,39.02414218,https://jobs.51job.com/tianjin-jnq/100445169.html?s=01&t=0
仓库管理员,天津市顺发文斗五金建材有限公司,天津市津南区辛庄镇白塘口工业区白万路69号,117.3334965,39.02953028,https://jobs.51job.com/tianjin-jnq/100630715.html?s=01&t=0
库管,天津爱尚水环保科技有限公司,八里台工业园北邮教授园10号9号楼,117.3313048,38.95291106,https://jobs.51job.com/tianjin-jnq/100959182.html?s=01&t=0
仓库内勤,天津泰士康医疗科技有限公司,津南区双港工业园区,117.3166293,39.03637468,https://jobs.51job.com/tianjin-jnq/101054290.html?s=01&t=0
仓库管理员,天津泰士康医疗科技有限公司,津南区双港工业园区,117.3166293,39.03637468,https://jobs.51job.com/tianjin-jnq/101054339.html?s=01&t=0
司磅员,北京市中建利源物资经营有限责任公司,天津市津南区李楼道北福昌花园北,117.3265512,39.06797382,https://jobs.51job.com/tianjin-jnq/101102118.html?s=01&t=0
仓库文员,天津市天健科贸有限公司,南八里台泰达微电子工业区科达一路14号,117.3615646,38.94859028,https://jobs.51job.com/tianjin-jnq/101353731.html?s=01&t=0
仓库管理员,天津市华诺通信工程有限公司,北闸口工业区,117.3903311,38.959347,https://jobs.51job.com/tianjin-jnq/101819559.html?s=01&t=0
仓库管理员,天津华海清科机电科技有限公司,天津市津南区海河科技园聚兴道9号 8号楼,117.4208013,38.98262958,https://jobs.51job.com/tianjin-jnq/101915095.html?s=01&t=0
现场运营调度,天津驹马物流有限公司,闸口镇丰泽6大道津顺安平物流园,117.2108131,39.1439299,https://jobs.51job.com/tianjin-jnq/101990639.html?s=01&t=0
配货员,天津市通达发金属工具有限公司,禄纬道9号,117.3878714,38.9179157,https://jobs.51job.com/tianjin-jnq/102252261.html?s=01&t=0
物流主管(职位编号：03482),神州数码供应链,八里台工业园区津顺安平物流园,117.3501209,38.9595976,https://jobs.51job.com/tianjin-jnq/102454306.html?s=01&t=0
仓储专业经理,神州数码供应链,八里台工业园区津顺安平物流园,117.3501209,38.9595976,https://jobs.51job.com/tianjin-jnq/102454418.html?s=01&t=0
仓库管理员,天津富工电气设备有限公司,双港工业园发港之路5号,117.3168068,39.0368773,https://jobs.51job.com/tianjin-jnq/102588292.html?s=01&t=0
仓库主管,布柯玛蓄能器（天津）有限公司,津南经济开发区中惠道2号,117.3126338,39.04004445,https://jobs.51job.com/tianjin-jnq/103092313.html?s=01&t=0
仓库管理员,天津银河阀门有限公司,津南区八里台工业园区天华路15号,117.348299,38.96054093,https://jobs.51job.com/tianjin-jnq/59620825.html?s=01&t=0
仓库经理,搜辅网（天津）科技发展有限责任公司,双港石材城,117.3247423,39.04874029,https://jobs.51job.com/tianjin-jnq/87626943.html?s=01&t=0
仓库管理员,布柯玛蓄能器（天津）有限公司,津南经济开发区中惠道2号,117.3126338,39.04004445,https://jobs.51job.com/tianjin-jnq/90156409.html?s=01&t=0
库房管理,世亚（湖北）汽车零部件有限公司,小站工业园5号路,117.4227583,38.92017739,https://jobs.51job.com/tianjin-jnq/90291835.html?s=01&t=0
安装送货工（可提供住宿）,天津米兰世家家具有限公司,八里台观赏鱼科技园内（米兰世家库房）,117.2390257,39.07213412,https://jobs.51job.com/tianjin-jnq/90872302.html?s=01&t=0
仓库管理员,天津市盛茁生物科技有限公司,双港工业园,117.3168068,39.0368773,https://jobs.51job.com/tianjin-jnq/92235183.html?s=01&t=0
急聘库工/搬运工(职位编号：SFC-TJ-03),搜辅网（天津）科技发展有限责任公司,双港石材城对面,117.3247423,39.04874029,https://jobs.51job.com/tianjin-jnq/92946562.html?s=01&t=0
库管,昌易佳（天津）国际贸易有限公司,天津市小站镇盛唐工业区盛唐1号路二号院,117.3101172,39.14904187,https://jobs.51job.com/tianjin-jnq/93520416.html?s=01&t=0
仓库管理员,瑞康医药（天津）有限公司,津南双港慧科路1号,117.3095591,39.01844568,https://jobs.51job.com/tianjin-jnq/94453152.html?s=01&t=0
办公室文员,天津市铭基伟业科技发展有限公司,津南区八里台工业园丰泽四大道16号,117.349274,38.96596458,https://jobs.51job.com/tianjin-jnq/94648781.html?s=01&t=0
仓库管理员,天津市铭基伟业科技发展有限公司,津南区八里台工业园丰泽四大道16号,117.349274,38.96596458,https://jobs.51job.com/tianjin-jnq/94670104.html?s=01&t=0
仓库库工,天津市盛茁生物科技有限公司,双港工业园,117.3168068,39.0368773,https://jobs.51job.com/tianjin-jnq/95719550.html?s=01&t=0
仓库管理员/库管,天津丙辉建设有限公司,长青科工贸园区重庆街75号长青大厦1210,117.287166,39.03264636,https://jobs.51job.com/tianjin-jnq/95842457.html?s=01&t=0
仓库库工,天津市盛茁生物科技有限公司,双港工业园,117.3168068,39.0368773,https://jobs.51job.com/tianjin-jnq/95857914.html?s=01&t=0
仓库库工,天津市盛茁生物科技有限公司,双港工业园,117.3168068,39.0368773,https://jobs.51job.com/tianjin-jnq/95858059.html?s=01&t=0
仓库库工,天津市盛茁生物科技有限公司,双港工业园,117.3168068,39.0368773,https://jobs.51job.com/tianjin-jnq/95858144.html?s=01&t=0
仓库管理员,天津中盛海天制药有限公司,双港镇达港南路1号,117.3203794,39.03842131,https://jobs.51job.com/tianjin-jnq/96014077.html?s=01&t=0
仓库管理员,瑞杰新材料科技股份有限公司,津南八里台工业园建设四支路11号E座,117.3458092,38.96475092,https://jobs.51job.com/tianjin-jnq/96151904.html?s=01&t=0
仓库主管,瑞杰新材料科技股份有限公司,津南八里台工业园建设四支路11号E座,117.3458092,38.96475092,https://jobs.51job.com/tianjin-jnq/96151960.html?s=01&t=0
仓库管理员,企事通集团有限公司,天津市津南区北闸口镇天乐创新产业园,117.4230251,38.95546241,https://jobs.51job.com/tianjin-jnq/96195361.html?s=01&t=0
仓库管理员,天津市顺康科技发展有限公司,小站工业园盛塘路,117.4227583,38.92017739,https://jobs.51job.com/tianjin-jnq/98019540.html?s=01&t=0
冲压仓库物流,世亚（湖北）汽车零部件有限公司,小站工业园5号路,117.4227583,38.92017739,https://jobs.51job.com/tianjin-jnq/99527700.html?s=01&t=0
仓库管理员,天纳克富晟（天津）汽车零部件有限公司,天津市宁河区北淮淀乡南淮淀村一汽大众华北基地内,117.5793438,39.24527655,https://jobs.51job.com/tianjin-nhq/100391853.html?s=01&t=0
仓储班长,天津禹帆物流有限公司,天津市一汽大众产业园区,117.8133844,39.35884119,https://jobs.51job.com/tianjin-nhq/101709984.html?s=01&t=0
天津德邦：招聘夜班分拣员/搬运工/提供住宿,上海赫持货运代理有限公司,面试乘车路线：天津站做570路公交，在宁河现代产业园公交站下车，联系电话：18016372590 孙先生 微信同号,0,0,https://jobs.51job.com/tianjin-nhq/101875916.html?s=01&t=0
天津德邦：招聘夜班分拣员/搬运工/提供住宿,上海赫持货运代理有限公司,面试乘车路线：天津站做570路公交，在宁河现代产业园公交站下车，联系电话：18016372590 孙先生 微信同号,0,0,https://jobs.51job.com/tianjin-nhq/101875919.html?s=01&t=0
天津德邦：招聘夜班分拣员/搬运工/提供住宿,上海赫持货运代理有限公司,面试乘车路线：天津站做570路公交，在宁河现代产业园公交站下车，联系电话：18016372590 孙先生 微信同号,0,0,https://jobs.51job.com/tianjin-nhq/102287472.html?s=01&t=0
