company,job_title,joburl,lat,lng,salary,address
汇通达网络股份有限公司,仓储经理,https://jobs.51job.com/shijiazhuang/105349588.html?s=01&t=0,38.041731,114.512945,,桥西区中山路休门街滨江商务大厦A座803
汇通达网络股份有限公司,仓库管理员,https://jobs.51job.com/beijing-hdq/107945176.html?s=01&t=0,39.993306,116.311015,,硅谷
惠达卫浴股份有限公司,生产调度员,https://jobs.51job.com/tangshan/107511077.html?s=01&t=0,39.474538,118.150145,,唐山市丰南区黄各庄镇惠达路7号
吉利集团（凯悦项目 ）,物料操控主管工程师,https://jobs.51job.com/zhangjiakou/105103759.html?s=01&t=0,40.667736,114.790769,0.5-1万/月,
建华建材（河北）有限公司,仓库管理员,https://jobs.51job.com/xingtai/98625181.html?s=01&t=0,36.878832,114.457861,2.5-3.5千/月,
建华建材（河北）有限公司,仓库主管/库房主管,https://jobs.51job.com/xingtai/110346499.html?s=01&t=0,,,,邢台沙河市赞善办事处福益村（沙河市职教中心西50米）
建华物流有限公司,调度员,https://jobs.51job.com/cangzhou/103416062.html?s=01&t=0,38.301685,116.961496,6-8万/年,
江苏天诚智能集团,仓库管理员,https://jobs.51job.com/shijiazhuang/101716922.html?s=01&t=0,38.028311,114.489341,2-3千/月,
江苏祥狮物流有限公司,仓储部副主管,https://jobs.51job.com/langfang/99666655.html?s=01&t=0,39.256829,116.839528,3.5-5千/月,
江苏中博通信有限公司,仓库管理员（央企 上市公司）,https://jobs.51job.com/baoding/105088062.html?s=01&t=0,38.883788,115.465432,,河北省保定市竞秀区
捷富凯国际物流（中国）有限公司,仓库文员,https://jobs.51job.com/langfang/109103665.html?s=01&t=0,39.514934,116.745268,,河北省廊坊市安次区东环路55号 龙河工业区普洛斯物流园A4 U1/U2单元
金螳螂家装电子商务（苏州）有限公司 ,订单管理员,https://jobs.51job.com/cangzhou/102110445.html?s=01&t=0,38.327466,116.823979,3-5千/月,
金螳螂家装电子商务（苏州）有限公司,订单管理员,https://jobs.51job.com/cangzhou/102110445.html?s=01&t=0,38.327466,116.823979,,红星美凯龙北侧泰达大办公楼底商
京信通信系统（中国）有限公司,仓储物流主管,https://jobs.51job.com/shijiazhuang/103332267.html?s=01&t=0,38.036831,114.518035,4.5-6千/月,
精进电动科技股份有限公司,产控物流部-库房主管助理（正定）,https://jobs.51job.com/hebeisheng/106366591.html?s=01&t=0, , ,, 
久久丫 ,仓库主管,https://jobs.51job.com/yanjiao/104379358.html?s=01&t=0,39.982976,116.807665,0.6-1万/月,
久久丫,仓库管理员,https://jobs.51job.com/yanjiao/89296505.html?s=01&t=0,39.982976,116.807665,,创意谷街771号燕京航城北门对面
久久丫,仓库主管,https://jobs.51job.com/yanjiao/104379358.html?s=01&t=0,39.982976,116.807665,,创意谷街771号燕京航城北门对面
久久丫,库房主管,https://jobs.51job.com/yanjiao/108470449.html?s=01&t=0,39.982976,116.807665,,创意谷街771号燕京航城北门对面
凯爱瑞配料贸易（上海）有限公司,Warehouse Manager,https://jobs.51job.com/langfang/106976566.html?s=01&t=0,39.894379,116.937886,,廊坊市大厂工业园区李大线西侧新页业路北侧
康得复合材料有限责任公司,库房管理员,https://jobs.51job.com/langfang/101534828.html?s=01&t=0,39.310645,116.774829,3.5-4.5千/月,
科世达（上海）管理有限公司,仓库管理员,https://jobs.51job.com/baoding/98815035.html?s=01&t=0,38.886565,115.49481,3-4.5千/月,
空气化工产品（邢台）有限公司,美资500强企业-运输调度员(职位编号：23732BR),https://jobs.51job.com/xingtai/104703338.html?s=01&t=0,37.043531,114.451326,,
跨越速运集团有限公司,仓库管理员,https://jobs.51job.com/langfang/108881125.html?s=01&t=0,39.577375,116.761222,,廊坊开发区艾力枫社高尔夫花园
廊坊爱依瑞斯家具有限公司,入库工,https://jobs.51job.com/langfang/106553368.html?s=01&t=0,39.756588,117.044892,,河北省廊坊市香河县淑阳工业园鑫阳路1号
廊坊博格思拓普汽车部件有限公司,仓库管理员,https://jobs.51job.com/langfang/79873954.html?s=01&t=0,39.587533,116.768847,,廊坊开发区
廊坊国美铝业有限公司,仓库管理员,https://jobs.51job.com/langfang/102283945.html?s=01&t=0,39.101183,116.784795,4-6千/月,
廊坊华宇创新科技有限公司,仓库管理员,https://jobs.51job.com/langfang/110256307.html?s=01&t=0,39.568428,116.795195,,廊坊市开发区耀华道3号
廊坊辉腾佰世商贸有限公司,配货员,https://jobs.51job.com/langfang/105080680.html?s=01&t=0,39.571503,116.775417,2-3千/月,
廊坊开发区环星焊接材料有限公司,仓库管理员,https://jobs.51job.com/langfang/89878106.html?s=01&t=0,39.571955,116.775357,2.5-5千/月,
廊坊开发区壹乐商贸有限公司,,https://jobs.51job.com/langfang/102873642.html?s=01&t=0,39.558507,116.791095,,
廊坊开发区壹乐商贸有限公司,网店仓库打包员,https://jobs.51job.com/langfang/85728543.html?s=01&t=0,39.558507,116.791095,,廊坊市开发区创业路600号万通实业院内综合楼四楼
廊坊开发区壹乐商贸有限公司,网店仓库打包员（广州）,https://jobs.51job.com/guangzhou-hdq/107797219.html?s=01&t=0, , ,,花东镇先科路8号微观智库
廊坊市东方制衣有限公司,库房  库管(职位编号：19615703404805),https://jobs.51job.com/langfang/74707489.html?s=01&t=0,39.546701,116.706895,,广阳区广阳道162号3534小区工厂
廊坊市行营钓具有限公司,仓库管理员,https://jobs.51job.com/langfang/104469678.html?s=01&t=0,,,,河北省廊坊市安次区龙河经济开发区慧谷梦工厂113栋（富士康东邻）
廊坊市行营钓具有限公司,高薪+仓储助理+全勤奖,https://jobs.51job.com/langfang/95304664.html?s=01&t=0,,,,河北省廊坊市安次区龙河经济开发区慧谷梦工厂113栋（富士康东邻）
廊坊市建安建筑工程有限公司,工程建筑仓库管理员,https://jobs.51job.com/langfang/62879181.html?s=01&t=0,39.592178,116.765921,3-4.5千/月,
廊坊市久洋广告有限公司,仓库管理员,https://jobs.51job.com/langfang/102773542.html?s=01&t=0,39.526161,116.70963,3-4千/月,
廊坊市勤峯商贸有限公司,售前售后客服双休,https://jobs.51job.com/langfang/106861274.html?s=01&t=0,,,,广阳区金光道东行光大银行北门3层304
廊坊市秋田岩土工程机械有限公司 ,仓库管理员,https://jobs.51job.com/langfang/100437532.html?s=01&t=0,39.483352,116.672231,3-4.5千/月,
廊坊市素泰商贸有限公司,仓库管理员,https://jobs.51job.com/langfang/96604387.html?s=01&t=0,39.072458,116.707768,3-4.5千/月,
廊坊市素泰商贸有限公司,库管,https://jobs.51job.com/langfang/108991482.html?s=01&t=0,,,,市区
廊坊市新世纪步行街美之约化妆品商场,库房调货员,https://jobs.51job.com/langfang/44665398.html?s=01&t=0,39.581778,116.766193,,廊坊市经济开发区金源道72号中纺城D座三楼
廊坊市新思维科技有限公司 ,库房主管,https://jobs.51job.com/langfang/99706760.html?s=01&t=0,39.592213,116.779303,3-5千/月,
廊坊市新思维科技有限公司,库房主管,https://jobs.51job.com/langfang/99706760.html?s=01&t=0,39.592213,116.779303,,开发区翠青北道18号
廊坊市意达园林塑料制品有限公司,出入库管理,https://jobs.51job.com/langfang/101101407.html?s=01&t=0,,,,廊坊市安次区仇庄工业园
廊坊市意达园林塑料制品有限公司,库管,https://jobs.51job.com/langfang/100033779.html?s=01&t=0,,,,廊坊市安次区仇庄工业园
廊坊市英普医疗用品有限公司 ,仓库管理员,https://jobs.51job.com/langfang/105697315.html?s=01&t=0,39.533553,116.716444,4.5-6千/月,
廊坊市英普医疗用品有限公司,仓库管理员,https://jobs.51job.com/langfang/105697315.html?s=01&t=0,39.533553,116.716444,,廊坊市爱民东道浙商广场B座803室
廊坊天正汉德塑料制品有限公司 ,仓库管理员,https://jobs.51job.com/langfang/85603391.html?s=01&t=0,39.578066,116.775306,3-4.5千/月,
廊坊天正汉德塑料制品有限公司,仓库管理员,https://jobs.51job.com/langfang/85603391.html?s=01&t=0,39.578066,116.775306,,廊坊市开发区
廊坊益田投资开发有限公司,仓库管理主管/专员,https://jobs.51job.com/langfang/85055006.html?s=01&t=0,,,,河北省廊坊市永清工业园区益田大厦
廊坊纵横运输有限公司,运输调度,https://jobs.51job.com/langfang/105123069.html?s=01&t=0,38.700188,116.646516,4.5-6千/月,
朗世坤成房屋科技有限公司,,https://jobs.51job.com/langfang/76296020.html?s=01&t=0,39.285237,116.72761,,
朗世坤成房屋科技有限公司,仓库管理员,https://jobs.51job.com/langfang/86541982.html?s=01&t=0,39.285237,116.72761,3-4.5千/月,
力姆泰克（北京）传动设备股份有限公司 ,仓储管理员（大厂）,https://jobs.51job.com/hebeisheng/99262187.html?s=01&t=0,39.925716,116.912613,3-5千/月,
力姆泰克（北京）传动设备股份有限公司,仓储管理员（大厂）,https://jobs.51job.com/hebeisheng/103534615.html?s=01&t=0,39.925716,116.912613,3-5千/月,
力姆泰克（北京）传动设备股份有限公司,库房统计员,https://jobs.51job.com/hebeisheng/107835342.html?s=01&t=0,39.925716,116.912613,,大厂县潮白河工业区
力姆泰克（北京）传动设备股份有限公司,库房主管,https://jobs.51job.com/hebeisheng/95670950.html?s=01&t=0,39.925716,116.912613,,大厂县潮白河工业区
立讯精密工业（保定）有限公司,仓储组长,https://jobs.51job.com/baoding/110250511.html?s=01&t=0,38.494168,115.590043,,蠡县
辽宁爱普罗斯饲料有限公司,原料保管,https://jobs.51job.com/tangshan/109125468.html?s=01&t=0,,,,唐山市芦台经济开发区二社区（北粮农业西侧）
邻里行社区服务保定有限公司,仓库管理员/库管+采购,https://jobs.51job.com/baoding/108971073.html?s=01&t=0,,,,莲池区恒祥北大街假日山水华庭东北门底商邻里行
骆驼集团股份有限公司,仓库管理员（石家庄）,https://jobs.51job.com/shijiazhuang/104294342.html?s=01&t=0,38.151714,114.577484,2.5-6千/月,
麦格纳座椅（张家口）有限公司,仓库主管,https://jobs.51job.com/zhangjiakou/101881501.html?s=01&t=0,40.656476,114.779126,,张家口市怀安县南山经济开发区
梅尔伯格保定机械设备制造有限公司,库房人员,https://jobs.51job.com/baoding/105769819.html?s=01&t=0,38.783926,115.518158,,清苑区发展东街
梅尔伯格保定机械设备制造有限公司,库管,https://jobs.51job.com/baoding/99778626.html?s=01&t=0,38.783926,115.518158,,清苑区发展东街
美菜网,,https://jobs.51job.com/shijiazhuang/103032574.html?s=01&t=0,38.151714,114.577484,,
美菜网,仓储经理（石家庄）,https://jobs.51job.com/shijiazhuang/104459661.html?s=01&t=0,38.048312,114.521529,1-1.5万/月,
美菜网,仓储调度员/主管,https://jobs.51job.com/baoding/105943447.html?s=01&t=0,38.879989,115.47146,,保定市
美菜网,仓储运营经理（石家庄）,https://jobs.51job.com/shijiazhuang/107777507.html?s=01&t=0,38.174655,114.560876,,正定县深国际现代综合物流港
美菜网,库存主管（石家庄）,https://jobs.51job.com/beijing/107312605.html?s=01&t=0,39.978552,116.407935,,安贞路安贞医院对面新华金融大厦3层
美菜网,收退主管（石家庄）,https://jobs.51job.com/beijing/107312353.html?s=01&t=0,39.978552,116.407935,,安贞路安贞医院对面新华金融大厦3层
美克家居-美克美家/A.R.T/YVVY/ZEST,家具服务技师/五险一金/石家庄,https://jobs.51job.com/shijiazhuang/102116917.html?s=01&t=0,38.096712,114.521659,,长安区柳阳街8号中储物流中心 美克美家
美团-大众点评 ,美团点评B2B事业部-现场调度,https://jobs.51job.com/shijiazhuang/102654787.html?s=01&t=0,38.048312,114.521532,0.6-1.2万/月,
美团点评,B2B仓储经理,https://jobs.51job.com/shijiazhuang/108374231.html?s=01&t=0,38.031348,115.209104,,当地办公室
美团点评,美团点评B2B事业部-仓库主管,https://jobs.51job.com/shijiazhuang/102654042.html?s=01&t=0,38.048312,114.521532,,石家庄
美团点评,美团点评B2B事业部-现场调度,https://jobs.51job.com/shijiazhuang/102654787.html?s=01&t=0,38.048312,114.521532,,石家庄
美团点评,美团点评仓储经理(职位编号：5496),https://jobs.51job.com/shijiazhuang/108986501.html?s=01&t=0,38.042301,114.547615,,长安区裕华东路133号方北大厦A座
名创优品（广州）有限责任公司 ,调度文员,https://jobs.51job.com/langfang/105723159.html?s=01&t=0,39.601235,116.686463,4.5-6千/月,
名创优品（广州）有限责任公司,调度文员,https://jobs.51job.com/langfang/105723159.html?s=01&t=0,39.601235,116.686463,,廊坊市广阳区凤舞道10号宝湾物流园8号库
耐力股份有限公司,库管员,https://jobs.51job.com/shijiazhuang/68474352.html?s=01&t=0,37.907481,114.551804,,石家庄装备制造基地
南昌良良实业有限公司 ,石家庄仓管,https://jobs.51job.com/shijiazhuang/89897566.html?s=01&t=0,38.107547,114.524736,3-4.5千/月,
南昌良良实业有限公司,石家庄仓管,https://jobs.51job.com/shijiazhuang/89897566.html?s=01&t=0,38.107547,114.524736,,石家庄市 长安区聚和港物流园C2库
南京泓惠贸易有限公司 ,储运主管,https://jobs.51job.com/yanjiao/97992735.html?s=01&t=0,39.972971,116.854447,4.5-6千/月,
南京泓惠贸易有限公司,储运主管,https://jobs.51job.com/yanjiao/97992736.html?s=01&t=0,39.972971,116.854447,4.5-6千/月,
内蒙古伊利实业集团股份有限公司,健康饮品供应链运营中心物流组调度员（分仓）(职位编号：yili012714),https://jobs.51job.com/innermongolia/109915377.html?s=01&t=0,,,,北京市、呼和浩特市、定州市、济源市、漯河市、郑州市、昆明市、徐州市、上海市、柳州市、南昌市
能高共建(中国)集团,库管（大兴采育急聘）,https://jobs.51job.com/beijing-dxq/98359333.html?s=01&t=0,39.656624,116.665903,4-4.1千/月,
能源供应协调中心,,https://jobs.51job.com/langfang/69055866.html?s=01&t=0,39.559627,116.781068,,
能源供应协调中心,车辆调度主管,https://jobs.51job.com/langfang/69055866.html?s=01&t=0,39.559627,116.781068,,河北省廊坊经济技术开发区
欧伏电气股份有限公司,仓库管理员,https://jobs.51job.com/yanjiao/103715049.html?s=01&t=0,39.992658,116.8109,3-4.5千/月,
帕缇朵（北京）国际生物科技有限公司,,https://jobs.51job.com/cangzhou/103297450.html?s=01&t=0,38.597233,116.83955,,
鹏驰五金制品有限公司,仓库送货司机（包住，五险）,https://jobs.51job.com/tangshan/108714416.html?s=01&t=0,39.621356,118.215102,,河北省唐山市路南区复兴路新佟街11号
鹏驰五金制品有限公司,仓库送货员（包三餐，包住，五险）,https://jobs.51job.com/beijing-cyq/105536468.html?s=01&t=0,39.820243,116.489907,,小红门东马路经开万佳国际机械城C121
鹏驰五金制品有限公司,仓库送货员（包住，五险）,https://jobs.51job.com/tangshan/109456859.html?s=01&t=0,39.621356,118.215102,,河北省唐山市路南区复兴路新佟街11号
鹏驰五金制品有限公司,销售代表,https://jobs.51job.com/tangshan/108814228.html?s=01&t=0,39.621356,118.215102,,河北省唐山市路南区复兴路新佟街11号
平湖翊天汽车零部件有限公司,仓库保管员,https://jobs.51job.com/zhangjiakou/97374498.html?s=01&t=0, , ,,南山经济产业园
企事通集团有限公司,仓储物流主管,https://jobs.51job.com/shijiazhuang/100924582.html?s=01&t=0, , ,,栾城区楼底镇东尹村尹一街北四巷43号
千仞网络科技河北有限公司,仓管配货,https://jobs.51job.com/shijiazhuang/110337559.html?s=01&t=0,37.949307,115.224453,,辛集市
秦皇岛金海食品工业有限公司,,https://jobs.51job.com/qinhuangdao/103206853.html?s=01&t=0,39.943641,119.484398,,
秦皇岛靖坤食品有限责任公司,盯线库管,https://jobs.51job.com/qinhuangdao/109490613.html?s=01&t=0,39.719052,119.16938,,昌黎县
秦皇岛尼特智能科技有限公司,库管员,https://jobs.51job.com/qinhuangdao/103886368.html?s=01&t=0,39.980429,119.577109,2.3-2.8千/月,
秦皇岛首创思泰意达环保科技有限公司,仓库管理员,https://jobs.51job.com/qinhuangdao/107459923.html?s=01&t=0,,,,秦皇岛开发区温泉湖路9号
秦皇岛首创思泰意达环保科技有限公司,仓库主管,https://jobs.51job.com/qinhuangdao/107904901.html?s=01&t=0, , ,,秦皇岛开发区温泉湖路9号
秦皇岛中仕科技开发有限公司 ,4K无经验转行互联网 双休+五险一金,https://jobs.51job.com/qinhuangdao/95914525.html?s=01&t=0,39.948214,119.607122,4-6千/月,
秦皇岛中仕科技开发有限公司,4K无经验转行互联网  双休+五险一金,https://jobs.51job.com/qinhuangdao/95914525.html?s=01&t=0,39.948214,119.607122,,秦皇岛市海港区建设大街183号金贸国际22楼2203
秦皇岛中仕科技开发有限公司,高薪转行技术 无经验也可,https://jobs.51job.com/qinhuangdao/96285299.html?s=01&t=0,39.948214,119.607122,4-6千/月,
秦皇岛中仕科技开发有限公司,网络部双休五险无经验要求,https://jobs.51job.com/qinhuangdao/96120504.html?s=01&t=0,39.948214,119.607122,4-6千/月,
青岛金珠山物流有限公司,诚聘送货员（普工）包食宿,https://jobs.51job.com/langfang/104164330.html?s=01&t=0,36.396258,118.621014,6-8千/月,
青岛金珠山物流有限公司,诚聘物流专员（送货员）包食宿,https://jobs.51job.com/baoding/104270390.html?s=01&t=0,36.396258,118.621014,6-8千/月,
青岛平宇物流有限公司,,https://jobs.51job.com/zhangjiakou/103012232.html?s=01&t=0,40.763518,114.92206,,
青岛万嘉集运物流有限公司石家庄分公司 ,场站,https://jobs.51job.com/shijiazhuang/105621446.html?s=01&t=0,37.935081,114.53318,3-5千/月,
青岛万嘉集运物流有限公司石家庄分公司,物流车队调度,https://jobs.51job.com/shijiazhuang/102947870.html?s=01&t=0,38.029033,114.554062,4-6千/月,
人民电器集团有限公司,仓库管理员,https://jobs.51job.com/shijiazhuang/103928023.html?s=01&t=0,,,,藁城区良村307国道辅路北侧
人人车,库管,https://jobs.51job.com/tangshan/103926737.html?s=01&t=0,,,,世博互联网双创中心1206
赛铭瑞汽车零部件（廊坊）有限公司,包装工程师,https://jobs.51job.com/langfang/101698607.html?s=01&t=0, , ,,香河县新兴产业示范区（现代产业园）宝海路4号
赛史品威奥（唐山）结构复合材料有限公司,仓库管理员,https://jobs.51job.com/tangshan/100824798.html?s=01&t=0,39.813483,118.171592,,林荫南路
三河亮克威泽工业涂料有限公司,仓库管理员,https://jobs.51job.com/yanjiao/105399009.html?s=01&t=0,,,,燕郊开发区欧伏路82号
森德（中国）暖通设备有限公司,大厂森德仓库管理员,https://jobs.51job.com/langfang/108302756.html?s=01&t=0,39.925709,116.912612,,大厂回族自治县潮白河工业园
森德（中国）暖通设备有限公司,河北大厂森德库房管理员,https://jobs.51job.com/langfang/108539536.html?s=01&t=0,39.925709,116.912612,,大厂回族自治县潮白河工业园
山东海裕远洋渔业有限公司,工资10天一结包吃住,https://jobs.51job.com/weihai/106047574.html?s=01&t=0,,,,山东威海海峰北路9号
山东海裕远洋渔业有限公司,招搬运,https://jobs.51job.com/weihai/106219894.html?s=01&t=0,,,,山东威海海峰北路9号
山东海裕远洋渔业有限公司,招搬运工,https://jobs.51job.com/weihai/106113339.html?s=01&t=0,,,,山东威海海峰北路9号
山东居安特消防科技有限公司,仓库管理员,https://jobs.51job.com/shijiazhuang/101851308.html?s=01&t=0,37.995165,114.520918,,裕华区仓盛路9号
山东舒朗服装服饰股份有限公司,舒朗女装货品调配（办公室）,https://jobs.51job.com/shijiazhuang/108300144.html?s=01&t=0,38.031208,114.501765,,桥东区东风路31号舒朗专卖二楼
上海宝尊电子商务有限公司,仓储专员(J17820),https://jobs.51job.com/langfang/106417547.html?s=01&t=0,39.468049,116.784435,,河北省廊坊市安次区普洛斯廊坊龙河物流园
上海宝尊电子商务有限公司,高级物流专员(J17373),https://jobs.51job.com/langfang/104920622.html?s=01&t=0,39.468049,116.784435,6-8千/月,
上海宝尊电子商务有限公司,数据专员(J17806),https://jobs.51job.com/langfang/106215621.html?s=01&t=0,39.468049,116.784435,,河北省廊坊市安次区普洛斯廊坊龙河物流园
上海帝西恩精密工具有限公司,,https://jobs.51job.com/langfang/82959846.html?s=01&t=0,39.566903,116.784747,,
上海航利实业有限公司,仓库管理员（秦皇岛）,https://jobs.51job.com/qinhuangdao/107689967.html?s=01&t=0,39.941748,119.608531,,秦皇岛
上海佳轩物流有限公司,仓储物流主管,https://jobs.51job.com/zhangjiakou/107324328.html?s=01&t=0,40.731294,114.923371,,张家口南山经济开发区中瑞大街5号（近吉利汽车）
上海佳轩物流有限公司,叉车兼仓库管理员,https://jobs.51job.com/zhangjiakou/106598396.html?s=01&t=0,40.731294,114.923371,,张家口市张家口南山经济开发区中瑞大街5号（近吉利汽车）
上海嘉进物流有限公司,调度（宝马项目）,https://jobs.51job.com/yanjiao/103942340.html?s=01&t=0,39.999289,116.806151,4.5-6千/月,
上海嘉进物流有限公司,现场调度操作员,https://jobs.51job.com/yanjiao/106142643.html?s=01&t=0,39.999289,116.806151,,潮白大街89号
上海金万年实业发展有限公司,仓管员,https://jobs.51job.com/shijiazhuang/110297419.html?s=01&t=0,38.053371,114.505675,,河北省石家庄南三条正东路33号东方文化市场二楼外围9B
上海立邦长润发涂料有限公司,仓库管理员,https://jobs.51job.com/shijiazhuang/104010300.html?s=01&t=0,38.238507,114.510715,3-4.5千/月,
上海龙渤物流有限公司,仓管员/物流项目专员（第三方物流，有项目经验优先）,https://jobs.51job.com/baoding/66352288.html?s=01&t=0,38.808011,115.472823,3-4.5千/月,
上海诺友机械有限公司,仓库管理员,https://jobs.51job.com/cangzhou/108958179.html?s=01&t=0,38.31022,116.845272,,河北沧州
上海庆庆物流有限公司,物流现场操作,https://jobs.51job.com/shijiazhuang/108927612.html?s=01&t=0,37.982559,114.541643,,栾城县鑫源西路99号
上海日弘企业管理咨询有限公司,工具管理担当（日语熟练）,https://jobs.51job.com/langfang/101544258.html?s=01&t=0,39.444485,116.30542,,河北省廊坊市固安
上海泰美医疗器械有限公司,医疗器械仓库管理员,https://jobs.51job.com/shijiazhuang/101702218.html?s=01&t=0,38.048221,114.521382,3-4.5千/月,
上海无忧供应链管理有限公司,运输调度,https://jobs.51job.com/langfang/104829778.html?s=01&t=0,39.602527,116.686737,4.5-6.5千/月,
上海希地供应链管理有限公司,,https://jobs.51job.com/shijiazhuang/101926031.html?s=01&t=0,38.06359,114.55107,,
上海宜来卫浴有限公司 ,仓库班长,https://jobs.51job.com/tangshan/104394529.html?s=01&t=0,39.254648,118.212737,3.5-3.8千/月,
上海宜来卫浴有限公司,仓储经理（唐山）,https://jobs.51job.com/tangshan/108611062.html?s=01&t=0,39.426041,118.353479,,丰南区大新庄
上海宜来卫浴有限公司,仓储主管（唐山）,https://jobs.51job.com/tangshan/109257369.html?s=01&t=0,39.426041,118.353479,,丰南区大新庄
上海宜来卫浴有限公司,仓库班长,https://jobs.51job.com/tangshan/104394529.html?s=01&t=0,39.254648,118.212737,,唐山南堡开发区
上海宜来卫浴有限公司,仓库主管,https://jobs.51job.com/tangshan/100486539.html?s=01&t=0,39.426041,118.353479,,丰南区大新庄
上海益中亘泰（集团）股份有限公司廊坊分公司,工程调度,https://jobs.51job.com/langfang/108477460.html?s=01&t=0,39.526793,116.727711,,广阳区新开路51号管道局医院
上海元通座椅系统有限公司,,https://jobs.51job.com/langfang/103172166.html?s=01&t=0,39.592911,116.755647,,
上海元通座椅系统有限公司 ,输单员/账务员,https://jobs.51job.com/langfang/104165084.html?s=01&t=0,39.592911,116.755647,3-4.5千/月,
上海元通座椅系统有限公司,仓库管理员,https://jobs.51job.com/langfang/103172166.html?s=01&t=0,39.592911,116.755647,,廊坊经济技术开发区云鹏道
上海元通座椅系统有限公司,输单员/账务员,https://jobs.51job.com/langfang/104165084.html?s=01&t=0,39.592911,116.755647,,廊坊经济技术开发区云鹏道
上海找钢网信息科技股份有限公司,调度（邯郸）,https://jobs.51job.com/handan/105443329.html?s=01&t=0,36.618485,114.474741,,邯郸市复兴区人民西路宝利大厦16楼1609室
上海中智项目外包咨询服务有限公司,,https://jobs.51job.com/langfang/98529028.html?s=01&t=0,39.444485,116.30542,,
尚禹河北电子科技股份有限公司,仓库管理员,https://jobs.51job.com/shijiazhuang/104862409.html?s=01&t=0,38.024444,114.447276,3-4.5千/月,
深海之澜快时尚服装连锁,物流主管,https://jobs.51job.com/shijiazhuang/109949076.html?s=01&t=0,38.053779,114.490037,,新华路金指数商务广场A座10楼1001室
深圳欧瑞特供应链管理有限公司 ,仓管员(石家庄）,https://jobs.51job.com/shijiazhuang/94900511.html?s=01&t=0,38.096708,114.521654,2.8-4千/月,
深圳欧瑞特供应链管理有限公司,仓储组长,https://jobs.51job.com/shijiazhuang/108468036.html?s=01&t=0,38.096708,114.521654,,石家庄市桥东区柳阳街8号（中储物流院内）
深圳欧瑞特供应链管理有限公司,仓管员(石家庄）,https://jobs.51job.com/shijiazhuang/94900511.html?s=01&t=0,38.096708,114.521654,,石家庄市桥东区柳阳街8号（中储物流院内）
深圳市广宁股份有限公司,仓管员,https://jobs.51job.com/cangzhou/101814685.html?s=01&t=0,38.377495,117.336477,,黄骅市
深圳市凯依克物流有限公司,现场操作员,https://jobs.51job.com/xingtai/107662945.html?s=01&t=0,37.015048,114.5459,,经济开发区长安路1688号
深圳综合信兴物流有限公司 ,仓库主管,https://jobs.51job.com/langfang/103299965.html?s=01&t=0,39.327852,116.505428,5-6千/月,
深圳综合信兴物流有限公司,仓库主管,https://jobs.51job.com/langfang/103299965.html?s=01&t=0,39.327852,116.505428,,永清县
神州数码供应链,仓储专业主管,https://jobs.51job.com/langfang/106254540.html?s=01&t=0,39.580629,116.805954,,廊坊安次龙河高新区南关庄普洛斯物流园
盛辉物流集团有限公司,物流操作员,https://jobs.51job.com/shijiazhuang/55026881.html?s=01&t=0,37.959822,114.591667,3-3.5千/月,
石家庄阿甲科技有限公司,仓库管理员+4千包吃住,https://jobs.51job.com/shijiazhuang/92092676.html?s=01&t=0,38.041111,114.487356,3-5千/月,
石家庄宝丰化工有限公司 ,仓储物流主管,https://jobs.51job.com/shijiazhuang/105578992.html?s=01&t=0,37.906013,114.527914,4.5-6千/月,
石家庄铂瑞化工科技有限公司,,https://jobs.51job.com/shijiazhuang/100669752.html?s=01&t=0,38.105782,114.449154,,
石家庄铂瑞化工科技有限公司,仓库管理员,https://jobs.51job.com/shijiazhuang/100669752.html?s=01&t=0,38.105782,114.449154,,石家庄新华区田家庄新区
石家庄博旷商贸有限公司,,https://jobs.51job.com/shijiazhuang/92243379.html?s=01&t=0,38.105803,114.429503,,
石家庄晨光办公用品有限公司,仓库理货员,https://jobs.51job.com/shijiazhuang/109547236.html?s=01&t=0,38.118144,114.426097,,新华区古城西路利得铝材市场上京中储物流园5号库
石家庄晨光办公用品有限公司,仓库理货员（新华区）,https://jobs.51job.com/shijiazhuang/109535030.html?s=01&t=0,38.118144,114.426097,,新华区古城西路利得铝材市场上京中储物流园5号库
石家庄承孝企业管理咨询有限公司 ,仓库管理（五险+）,https://jobs.51job.com/shijiazhuang/99586209.html?s=01&t=0,38.05167,114.488653,3.5-6千/月,
石家庄承孝企业管理咨询有限公司,仓库管理（五险+）,https://jobs.51job.com/shijiazhuang/99586209.html?s=01&t=0,38.05167,114.488653,,河北石家庄市新华区民族路女人世界大厦13 楼1306室（原金拓大厦）
石家庄丛远商贸有限公司,仓库文员,https://jobs.51job.com/shijiazhuang/109191498.html?s=01&t=0,,,,新华区大安舍国达物流园区
石家庄帝奥帝康体育设施有限公司,仓库管理员,https://jobs.51job.com/shijiazhuang/107569427.html?s=01&t=0,38.013942,114.577997,,东开发区兴业街32号奥龙药业院内
石家庄典尊贸易有限公司 ,仓库管理员,https://jobs.51job.com/shijiazhuang/98611624.html?s=01&t=0,38.053211,114.504691,2.5-3.5千/月,
石家庄典尊贸易有限公司,仓库管理员,https://jobs.51job.com/shijiazhuang/98611624.html?s=01&t=0,38.053211,114.504691,,正东路33太和商务大厦10楼1009
石家庄鼎旭商贸有限公司,库管,https://jobs.51job.com/shijiazhuang/106552686.html?s=01&t=0,38.051282,114.488892,,民族路69号625室
