公司名称,岗位,所属岗位,薪资,平均薪资（千/月）,地址,所属城区,经度,纬度
通用（天津）铝合金产品有限公司,库管员,仓库管理员,3-4.5千/月,3.75,天津市空港经济区西十四道251号,东丽区,39.12104305,117.4340939
美菜网,仓储经理（石家庄、天津）,仓储经理,0.9-1.3万/月,11,交通集团城市物流中心,和平区,39.13435927,117.2179923
天津维亚电梯配件有限公司,仓库主管,仓库主管,4.5-6千/月,5.25,九园工业园1号路,宝坻区,39.45826037,117.4470188
天津爱康实业有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,天津宝坻区,宝坻区,39.615544,117.4114206
菲尔普斯文化传播,仓库管理员  底薪5000+包食宿+五险一金,仓库管理员,4.5-6千/月,5.25,天津市和平区南马路和平创新大厦,和平区,39.14192678,117.1952613
天津东联丰田汽车销售服务有限公司,工具管理员（空港店）,仓库管理员,3-5千/月,4,天津空港经济区环河北路18号,东丽区,39.16679354,117.3744875
伊藤忠货运代理（上海）有限公司天津分公司,仓库经理,仓储经理,4.5-6千/月,5.25,天津市西青开发区医药产业园区赛达九支路12号,西青区,38.97544869,117.2310438
天津中领泵阀有限公司,仓库管理文员,仓库管理员,4-4.5千/月,4.25,天津市西青区赛达四支路3号,西青区,38.98894388,117.262889
天士力医药集团股份有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,北辰区普济河东道2号 天士力现代中药城,北辰区,39.21566371,117.2213909
普睿司曼（天津）电缆有限公司,仓库保管员,仓库管理员,2-4千/月,3,大寺工业园津荣道16号,西青区,39.03336837,117.2603915
天津东洋建特建材有限公司,建材公司招聘仓库管理员,仓库管理员,3-4千/月,3.5,北仓王秦庄镇京宝工业园内,北辰区,39.23825295,117.1025585
天津百联硕办公文具有限公司,仓库管理员,仓库管理员,3-5千/月,4,天津市北辰区汇川商贸城（原蓝海商贸城）,北辰区,39.20628697,117.1962462
天狮集团有限公司中国区,外派仓库经理,仓储经理,1-1.5万/月,12.5,非洲,河北区,39.1439299,117.2108131
文博创造展览展示（天津）有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,一号路正东科技园ES8-98文博创造,东丽区,39.1503775,117.3092947
天津市华天世纪机械有限公司,仓库主管,仓库主管,4-6千/月,5,中北工业园北园阜盛道30号,西青区,39.14968369,117.071135
天津众游一家国际旅行社有限公司,仓库管理文员,仓库管理员,3-4.5千/月,3.75,南开三马路华都大厦,南开区,39.13144969,117.1816079
天津狮桥国际物流有限公司,调度专员（天津滨海）,调度员,4.5-6千/月,5.25,滨海新区金蕴道与融义路口华夏金融中心,东丽区,39.15885354,117.3955595
天津永高塑业发展有限公司,仓管科副科长,仓库管理员,8-10万/年,7.5,天津市滨海新区,滨海新区,39.05917664,117.6462863
天津百浩鑫生物科技有限公司,仓库管理员可实习,仓库管理员,4.5-6千/月,5.25,远洋国际中心地铁二号线,河东区,39.14481723,117.2287949
天津市宏鑫鼎缘科技有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,曹子里正兴道8号,武清区,39.42536515,117.1472238
百世物流科技（中国）有限公司,调度主管,调度员,4.5-6千/月,5.25,天津市北辰区西堤头陆路港嘉民物流中心,北辰区,39.30170128,117.322256
天津百浩鑫生物科技有限公司,仓库管理员福利好 待遇佳,仓库管理员,4.5-6千/月,5.25,远洋国际中心地铁二号线,河东区,39.14481723,117.2287949
深圳市华夏龙供应链管理有限公司,天津物流调度员,调度员,3.5-5千/月,4.25,天津市北辰区大张庄镇南王平村村南津围公路东,北辰区,39.34166849,117.2232492
天津不二蛋白有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,十三大街70号,滨海新区,39.08711877,117.7220486
博士伦（上海）贸易有限公司浙江经销商,物流助理,仓库管理员,3-4.5千/月,3.75,世纪花园,滨海新区,38.8596451,117.4853588
武汉视博医疗器械有限责任公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,南开区南门外大街世纪花园,南开区,39.13728532,117.1865312
天津圣世特物流有限公司,仓库订单文员,仓储管理文员,3-4.5千/月,3.75,树森物流园,河北区,39.1439299,117.2108131
天津欧贝姆建材有限公司,仓库管理员,仓库管理员,3.5-6千/月,4.75,蔡公庄工业园区西区22号,静海县,38.74593393,117.1007976
天津赞普科技股份有限公司,资产管理员（数据中心）,仓库管理员,4.5-6千/月,5.25,高新区未来科技城月新道赞普数据中心大厦,滨海新区,39.11752301,117.51618
玉之家（天津）环境技术有限公司,仓库管理,仓库管理员,3-4.5千/月,3.75,天津市西青区华苑产园区华科三路华鼎智地1号22号楼2门,西青区,39.10389271,117.094963
蓝宝迪科（天津）建筑科技有限公司,材料库管员,仓库管理员,3-4.5千/月,3.75,京津州河产业园内（蓟州开发区）,蓟县,39.81961399,117.4243501
苏宁易购集团股份有限公司,冷链仓仓库操作员,仓库管理员,4.5-6千/月,5.25,天津市津南区联顺东路6号,津南区,38.94400313,117.3618688
伊阳生化科技(天津)有限公司,仓库管理员,仓库管理员,2.3-3.5千/月,2.9,赛达汇亚工业园10号B座,西青区,38.98829551,117.2541878
天津百浩鑫生物科技有限公司,仓库管理员（有餐补+可应届）,仓库管理员,4.5-6千/月,5.25,远洋国际中心地铁二号线,河东区,39.14481723,117.2287949
天津市仁合峻成科技发展有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,赛达国际工业城,西青区,38.97803307,117.2322249
天津蓝玺冷链物流有限公司,冷库库管,仓库管理员,3-4.5千/月,3.75,天津市北辰区小淀镇外环线西侧北辰道5009号,北辰区,39.25062039,117.1868729
天津瑞康盛世医疗科技有限公司,驻院配送员,仓库管理员,3-4.5千/月,3.75,平盈路7号，空港国际总部基地D区D1号,东丽区,39.12093967,117.3403853
威海泽海海洋生物科技有限公司,公司急招搬运工包吃住,搬运工,6-8千/月,7,山东威海经济技术开发区海滨南路8号,环翠区,37.44648885,122.1604432
天津康宏盛代实业有限公司,仓库主管,仓库主管,3-4.5千/月,3.75,天津市西青经济技术开发区赛达工业园盛达四支路29号,西青区,38.98719681,117.2566636
天津市润升堂医药连锁有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,丽新路2号（近9号线新立、东丽开发区）,东丽区,39.08884314,117.3529929
北京超思电子技术有限责任公司,仓储部经理(J11461),仓库管理员,1-1.5万/月,12.5,天津市武清区,武清区,39.45704258,117.0345779
天津合利昌汽车模具配件有限公司,生管文员,仓储管理文员,2-3千/月,2.5,双口镇双口医疗器械工业园,河东区,39.13536493,117.2764083
天津联科思创科技发展有限公司,仓储物流专员,仓储经理,3-4.5千/月,3.75,天津市华苑产业园区（环外），海泰创新基地B4-2-302,西青区,39.08664634,117.1015027
美菜网,仓储经理,仓储经理,1-1.5万/月,12.5,交通集团城市物流配送中心美菜网仓库,北辰区,39.21532391,117.172458
纳通医疗集团,仓库管理员,仓库管理员,3-4.5千/月,3.75,天津北辰科技园区景明路华实道89号,北辰区,39.23304824,117.2900245
合肥兰杰柯科技有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,复康路丹颐园1号楼3门302,南开区,39.10389142,117.1616386
天津驹马物流有限公司,物流调度(职位编号：A),调度员,4.5-6千/月,5.25,大毕庄健营工业园,东丽区,39.20483918,117.3039844
沃斯坦热力设备（天津）有限公司,库工,仓库管理员,4-6千/月,5,天津市武清区新平路5号,武清区,39.43805097,116.9946909
远成物流股份有限公司,项目操作专员,仓库管理员,3-4.5千/月,3.75,天津市北辰区西堤头镇陆路港信息中心,北辰区,39.24826085,117.3381222
小码大众（北京）技术有限公司,仓储物流主管,仓储经理,6-8千/月,7,陆路港,河北区,39.1439299,117.2108131
天津艾丰齐科技有限公司,库房管理文员/轻松4K+带薪年假,仓储管理文员,6-8千/月,7,第二大街,滨海新区,39.03420257,117.7058238
美菜网,运营经理（仓储）,仓库管理员,0.8-1.1万/月,9.5,交通集团城市物流配送中心美菜网仓库,北辰区,39.21532391,117.172458
天津欧普特科技发展有限公司,仓库管理员,仓库管理员,4.5-6千/月,5.25,华苑产业区物华道8号,西青区,39.08293178,117.0984602
饿了么,仓储物流专员（驻仓）,仓库管理员,5-8千/月,6.5,天津市,河北区,39.1439299,117.2108131
泗阳金美润食品有限公司,仓库管理员（男）,仓库管理员,3-6千/月,4.5,八里台镇泰达工业园区开拓二支路5号,津南区,38.95685395,117.352678
天津驹马物流有限公司,物流专员,仓库管理员,3-6千/月,4.5,大毕庄健营工业园,东丽区,39.20483918,117.3039844
凌岛（天津）建筑设计咨询有限公司,仓库管理员（餐交补）,仓库管理员,4.5-6千/月,5.25,马场道附近,和平区,39.11201234,117.2085255
廊坊华宇天创能源设备有限公司天津分公司,工程部库管,仓库管理员,3-4.5千/月,3.75,天津市东丽区,东丽区,39.13960464,117.4147823
北京安信捷达物流有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,李桥镇仁和镇窑坡村EMS库房,河北区,39.1439299,117.2108131
天津艾丰齐科技有限公司,库房管理文员/月薪4000+接受实习,仓储管理文员,4.5-6千/月,5.25,第二大街,滨海新区,39.03420257,117.7058238
天津正广通供应链管理有限公司,物流现场,仓库管理员,3-4.5千/月,3.75,空港天津香飘飘食品工业有限公司,东丽区,39.12107459,117.459465
北京畅速快递有限公司,天津仓配退残盘点文员,仓储管理文员,4-5千/月,4.5,福源道78号  敏华工业城8--6号,武清区,39.42250534,117.0272873
天津海益达科技有限公司,库管员,仓库管理员,3.5-4.5千/月,4,密云二支路6号（原密云路羽毛球馆）,南开区,39.13713511,117.128719
天津明禄祥杰汽车销售服务有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,天津市西青区中北镇卉康道22号,西青区,39.12175064,117.0902161
保嘉自控（中国）有限公司,仓库管理,仓库管理员,4-6千/月,5,北闸口镇广惠道49号,津南区,38.95753585,117.4163675
天津欧贝姆建材有限公司,物流统计员,仓库管理员,3.5-5千/月,4.25,蔡公庄工业园区西区22号,静海县,38.74593393,117.1007976
化大兰天密封技术（天津）有限公司,库管,仓库管理员,3-5千/月,4,天津市西青集美工业园6B,西青区,38.98314737,117.2541248
内蒙古伊利实业集团股份有限公司,生产调度（天津武清）(职位编号：yili003912),调度员,4.5-6千/月,5.25,泉达路16号,武清区,39.4061098,117.0506556
天津市迪维丰商贸有限公司,库工 仓库管理员,仓库管理员,3-4.5千/月,3.75,天津市河东区程林庄道110号太脱拉后3号院,河东区,39.13842719,117.2642705
海纳（天津）弹簧有限公司,仓库文员,仓储管理文员,2.5-3.5千/月,3,西青区杨柳青农场海纳道2号,西青区,39.17852331,117.104927
广州市巴图鲁信息科技有限公司,仓储经理,仓储经理,1.3-1.8万/月,15.5,天津市武清区东马圈镇武落路与大东线交口佩森物流园区,武清区,39.46639857,116.8572391
内蒙古伊利实业集团股份有限公司,酸奶天津工厂备件保管员（天津武清）(职位编号：yili006495),仓库管理员,4.5-6千/月,5.25,泉达路16号,武清区,39.4061098,117.0506556
天津市恒奥科技发展有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,天津市华苑产业区榕苑路15号9-8-D,西青区,39.09487213,117.1307381
跨越速运集团有限公司,仓管员,仓库管理员,3.5-4.5千/月,4,天津市东丽区军粮城街道兴农村农副产业基地,东丽区,39.08427625,117.4680276
天津瑞康盛世医疗科技有限公司,塘沽驻院库管,仓库管理员,3-4.5千/月,3.75,平盈路7号，空港国际总部基地D区D1号,东丽区,39.1439299,117.2108131
欧扎克（天津）食品有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,梅厂镇福源经济开发区,武清区,39.16042451,117.420079
吉林精气神有机农业股份有限公司,录入员,仓库管理员,3.2-4千/月,3.6,经济开发区北区众品路2号,河北区,39.1439299,117.2108131
天津苏宁易购销售有限公司,生鲜质控（线上超市）,仓库管理员,5-8千/月,6.5,国家农业科技园区联顺东路6号,津南区,39.1439299,117.2108131
广州佛朗斯股份有限公司,仓库文员,仓储管理文员,2-3千/月,2.5,天津市滨海新区胡家园三爱里塘沽供销综合市场D8商铺,滨海新区,39.03774208,117.6202502
谷山企业管理咨询（天津）有限公司,仓储部经理/副经理,仓储经理,0.8-1万/月,9,北辰区,北辰区,39.25913063,117.1806061
招商路凯（中国）投资控股有限公司,叉车司机,叉车工,3-4.5千/月,3.75,合兴路国家物资储备八三八处,东丽区,39.10651929,117.3725005
天津市山上下餐饮有限公司,搬运工,搬运工,3-4.5千/月,3.75,双街镇凤梧道与龙淮路交口,北辰区,39.26472877,117.139394
圣罗兰（上海）贸易有限公司,仓库管理员,仓库管理员,6-8千/月,7,前进道佛罗伦萨小镇L212,武清区,39.38256396,117.0244315
天津驹马物流有限公司,现场运营调度,仓库管理员,4.5-6千/月,5.25,北闸口镇丰泽6大道津顺安平物流园,津南区,38.94907729,117.4055113
天津宝威精细化工有限公司,仓库管理员,仓库管理员,3-5千/月,4,大港石化产业园区港实街67号,滨海新区,38.82121178,117.4739525
天津花海阁婚礼策划有限公司,仓库经理,仓储经理,4-6千/月,5,天津东丽区津赤路90号万达汽修厂旁,东丽区,39.15911641,117.3046155
天津艾克凯胜石墨烯科技有限公司,仓库管理员,仓库管理员,3.5-4千/月,3.75,东丽开发区丽新路十号,东丽区,39.07064924,117.387579
天津凯镛保健品有限公司,仓库管理员,仓库管理员,3-5千/月,4,北辰区京福公路121号,北辰区,39.20346573,117.0394791
神州数码供应链,仓库保管岗,仓库管理员,4.5-6千/月,5.25,天津武清开发区逸仙园工业区中山大路以东翠微道以南泰易家居C栋,武清区,39.40592582,117.0807038
天津澳亚特种集装箱有限公司,集装箱管理员,仓库管理员,3-5千/月,4,天津经济技术开发区黄海三街39号,滨海新区,39.03885786,117.6876813
敦豪物流（北京）有限公司,操作主管,仓库主管,5-7千/月,6,东江景村南,河北区,39.1439299,117.2108131
天津泽元信息技术有限公司,调度员,调度员,4.5-6千/月,5.25,大港轻纺经济区轻一街1113号（元顺物流）,滨海新区,39.0173226,117.7628265
上海晨光科力普办公用品有限公司,物流助理,仓库管理员,4-4.5千/月,4.25,天津市武清区福源道78号敏化工业园8-1（晨光库房）,武清区,39.42250534,117.0272873
武汉亿钜鑫网络科技有限公司,仓库管理员/五险一金+年底双薪+生活补贴,仓库管理员,4.5-6千/月,5.25,天津-西青区,西青区,39.03506461,117.1262013
广州宝供仓储服务有限公司,仓库调度,调度员,4.5-6千/月,5.25,天津市宁河区宁河现代产业区安捷西路2号安博天津宁河物流中心3号库,宁河县,39.24613993,117.4335375
圆通速递有限公司,仓库管理员,仓库管理员,3.5-4.5千/月,4,天津市东丽区机场货运路第二大街三号路圆通速递有限公司,东丽区,39.12917124,117.3535484
上海上嘉供应链管理有限公司,仓储经理,仓储经理,0.8-1.3万/月,10.5,武清开发区泉秀路20号（丰树天津武清物流园）,武清区,39.3956782,117.0593897
天津诺镁轻合金科技有限公司,出货（物管员）,仓库管理员,3-4.5千/月,3.75,天津静海经济开发区南区泰安道与爱玛路交口 天津富士达科技有限公司,静海县,38.93821023,116.9684007
天狮集团有限公司,仓储管理经理(J10070),仓储经理,0.8-1万/月,9,天津市武清开发区新源道18号天狮国际健康产业园,武清区,39.43728617,117.0249994
震坤行工业超市（上海）有限公司,仓库管理员(职位编号：ZKH000569),仓库管理员,4.5-6千/月,5.25,西青区兴华七支路12号,西青区,39.02215452,117.2225376
天津天威有限公司,仓库管理员,仓库管理员,4.5-6千/月,5.25,张兴庄大街,河北区,39.19118571,117.2153846
天津轩威商贸有限公司,库管/薪资5000+ 提供住宿,仓库管理员,4.5-6千/月,5.25,金钟公路1501号大毕庄鑫汇洋行政区3楼,东丽区,39.20163798,117.26437
丝涟贸易（上海）有限公司,仓储物流主管,仓库主管,,,北辰经济技术开发区永丰道10号环普国际产业园b02厂房,北辰区,39.32053013,117.1767092
双一力(天津)新能源有限公司,仓库管理员,仓库管理员,3-5千/月,4,第九大街80号丰华工业园二期11栋,滨海新区,39.05990405,117.7322744
天津德汇宝商贸有限公司,调度员,调度员,3-4.5千/月,3.75,万发科技园1号路1号门,北辰区,39.28154331,117.2373756
欧文斯（天津）玻璃容器有限公司,发货员,仓库管理员,3-4.5千/月,3.75,北辰科技园双江道25号,北辰区,39.21937808,117.2092441
博迈科海洋工程股份有限公司,船舶调度员,调度员,4.5-6千/月,5.25,天津经济技术开发区第四大街14号,滨海新区,39.05061801,117.6948731
天津铜鑫尚铭企业管理咨询有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,就近分配,河北区,39.1439299,117.2108131
深圳市宝能投资集团有限公司,仓储运营主管,仓库主管,0.8-1万/月,9,滨海新区,滨海新区,39.05917664,117.6462863
广电计量检测（天津）有限公司,样品管理员,仓库管理员,3.5-4.5千/月,4,赛达二经路与八纬路交界赛达新兴产业园G座1-3楼,西青区,38.9915123,117.2085349
天津正广通供应链管理有限公司,物流运营客服,仓库管理员,3-4.5千/月,3.75,津围公路15号正广通物流基地,北辰区,39.23523863,117.2341556
北汽鹏龙开利（天津）汽车服务有限公司,业务助理（接受应届生）,仓库管理员,3-4.5千/月,3.75,天津港保税区,滨海新区,39.02031619,117.7648322
天津市天时欧诺包装有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,空港经济区瑞航路6号,东丽区,39.16042451,117.420079
天津电装电子有限公司,生产线及物流操作员(J10710),仓库管理员,3-5千/月,4,天津经济技术开发区洞庭路166号,滨海新区,39.07688111,117.701824
鹏驰五金制品有限公司,仓库送货员（包三餐，包住，五险）,仓库管理员,4.5-6千/月,5.25,小红门东马路经开万佳国际机械城C121,西青区,39.13974091,117.0458875
山东海裕远洋渔业有限公司,招搬运工,搬运工,0.8-1万/月,9,山东威海海峰北路9号,环翠区,37.4452368,122.154538
广开倍实（天津）科技股份有限公司,护肤品电商仓库管理员,仓库管理员,3-6千/月,4.5,华苑鑫茂科技园G座CD单元一层,西青区,39.09415179,117.1289946
上海长顺电梯电缆有限公司天津分公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,天津东丽空港经济区航空路69号2楼,东丽区,39.13460623,117.4179641
天津市江天化工技术有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,华苑产业区海泰创新六路2号华鼎新区1号1号楼811,西青区,39.08946412,117.0729394
北京科博力工贸有限公司,库房管理员,仓库管理员,3-4.5千/月,3.75,马家店产业功能区规划5号道南侧,武清区,39.39370115,117.0843992
创维（天津）网络技术有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,天津港保税区海滨九路131号,滨海新区,39.01818915,117.7623924
广东都市丽人实业有限公司,仓储经理（天津）,仓储经理,15-25万/年,16.65,天津市武清区京滨工业园都市丽人,武清区,39.56060876,116.8343686
天津日世天富食品有限公司,仓库主管,仓库主管,4-6千/月,5,天津市蓟县经济开发区华侨创业园内龙山路6号,蓟县,39.97550097,117.4267091
思泽（天津）科技有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,华苑产业区海泰华科三路华鼎智地3号楼607,西青区,39.10378476,117.0947891
天津国纳产品检测技术服务有限公司,化学试剂库管理员,仓库管理员,3-4.5千/月,3.75,天津经济技术开发区第四大街80号天大科技园C2座,滨海新区,39.0436383,117.7087193
天津鼎兴橡塑有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,大港区安达工业园立达街48号,滨海新区,38.85991553,117.4350268
天津秋水鱼悦文化传播有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,天津宝坻周良温泉城,宝坻区,39.615544,117.4114206
易车公司,仓库监管员,仓库管理员,4.5-6千/月,5.25,天津保税区,滨海新区,39.0141442,117.7693204
北京航空食品有限公司天津分公司,库房管理员(职位编号：002),仓库管理员,3-3.5千/月,3.25,东丽区机场西区二号路6号,东丽区,39.12763205,117.3533591
蓝月亮（中国）有限公司,仓库管理员/库管/仓管员,仓库管理员,3-5千/月,4,天津市西青区大寺经济开发区赛达四支路18号,西青区,38.98508807,117.2684053
天津鼎隆国际贸易有限公司,仓库管理员/库管/货车司机,仓库管理员,3-4.5千/月,3.75,天津市东丽区跃进路金钟物流园增一库,东丽区,39.20608489,117.3011502
北方万邦物流有限公司天津分公司,叉车司机兼保管员,叉车工,3-6千/月,4.5,开发区,河北区,39.1439299,117.2108131
天津开发区天浩人力资源管理服务有限公司,仓库管理员,仓库管理员,3-4千/月,3.5,空港经济区环河西路,东丽区,39.16042451,117.420079
天津西青江景医院有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,西青区中北镇福姜路西侧润姜家园A区9号楼 江景医院,西青区,39.13163496,117.1105316
天津华舜汽配制造集团有限公司,仓库主管,仓库主管,4.5-6千/月,5.25,天津市滨海新区汉沽津汉路129号,滨海新区,39.23961312,117.78251
云骊（上海）电子科技有限公司,装卸工（天津）(职位编号：clwg000690),叉车工,6-8千/月,7,天津,河北区,39.1439299,117.2108131
吉林精气神有机农业股份有限公司,库管员,仓库管理员,3.8-4.8千/月,4.3,经济开发区北区众品路2号,河北区,39.1439299,117.2108131
路路达石油制品（天津）有限公司,仓库管理员,仓库管理员,4-5千/月,4.5,天津经济技术开发区南港工业区,滨海新区,39.03885786,117.6876813
天津开发区泰达保温材料有限公司,仓库管理文员,仓储管理文员,3.5-4.5千/月,4,天津经济技术开发区现代产业区翠薇街6号,滨海新区,39.21684093,117.7848151
天津市茂联科技有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,天津市经济技术开发区南港工业区富港路9号,滨海新区,39.06883437,117.7266953
天津生物制品有限公司,药品仓库收货员,仓库管理员,2-3千/月,2.5,天津市西青区小南河,西青区,39.04039439,117.1446778
天津南侨食品有限公司,冷冻库叉车司机,叉车工,10万以上/月,,天津经济技术开发区渤海路52号,滨海新区,39.07357135,117.6923579
天津畅联供应链管理有限公司,仓库主管,仓库主管,0.8-1万/月,9,武清区武清开发区福源道33号,武清区,39.4103057,117.0662325
天津驹马物流有限公司,物流调度,调度员,4.5-6千/月,5.25,大毕庄健营工业园,东丽区,39.20483918,117.3039844
武汉众创聚世科技有限公司,仓库管理员 入职即享受 双休 班车接送,仓库管理员,4.5-6千/月,5.25,天津-滨海新区,滨海新区,39.05917664,117.6462863
武汉众创聚世科技有限公司,仓库管理员（底薪3600+绩效+交补）,仓库管理员,4.5-6千/月,5.25,天津-滨海新区,滨海新区,39.05917664,117.6462863
武汉众创聚世科技有限公司,仓库管理员3千5起+双休,仓库管理员,4.5-6千/月,5.25,天津-滨海新区,滨海新区,39.05917664,117.6462863
武汉众创聚世科技有限公司,仓库管理员/薪资5000+免费住宿+奖金,仓库管理员,4.5-6千/月,5.25,天津-滨海新区,滨海新区,39.05917664,117.6462863
武汉众创聚世科技有限公司,仓管员+六险一金+底薪4500,仓库管理员,4.5-6千/月,5.25,天津-滨海新区,滨海新区,39.05917664,117.6462863
上海优尔蓝信息科技股份有限公司天津分公司,（聘）质检仓储库管,仓库管理员,4.5-6千/月,5.25,福源道33号,武清区,39.4103057,117.0662325
武汉亿钜鑫网络科技有限公司,仓库管理员月薪5K 五险一金+包住宿,仓库管理员,4.5-6千/月,5.25,天津东丽区,东丽区,39.13960464,117.4147823
武汉亿钜鑫网络科技有限公司,仓库管理员/五险一金+双休,仓库管理员,4.5-6千/月,5.25,天津-西青区,西青区,39.03506461,117.1262013
武汉亿钜鑫网络科技有限公司,仓库管理员（奖金 双休 5险1金 文职）,仓库管理员,4.5-6千/月,5.25,天津-滨海新区,滨海新区,39.05917664,117.6462863
武汉亿钜鑫网络科技有限公司,仓库管理员/五险一金,仓库管理员,4.5-6千/月,5.25,天津-西青区,西青区,39.03506461,117.1262013
武汉亿钜鑫网络科技有限公司,仓库管理员(周末双休+做五休二+朝九晚五),仓库管理员,4.5-6千/月,5.25,天津东丽区,东丽区,39.13960464,117.4147823
武汉亿钜鑫网络科技有限公司,仓库管理员（奖金 双休 5险1金 文职）,仓库管理员,4.5-6千/月,5.25,天津-西青区,西青区,39.03506461,117.1262013
广州宝供仓储服务有限公司,仓管员,仓库管理员,3-4.5千/月,3.75,宝供空港物流园,河北区,39.1439299,117.2108131
北京普罗格科技股份有限公司,盘点组组长,仓库管理员,4-5千/月,4.5,天津市武清区京滨工业园菜鸟网络4号库,武清区,39.56060876,116.8343686
圆通速递有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,天津市东丽区空港国际物流园区第三大街八号圆通速递,东丽区,39.14252296,117.3417196
天津畅联供应链管理有限公司,仓库专员,仓库管理员,6-8千/月,7,武清区武清开发区福源道33号,武清区,39.4103057,117.0662325
海尔区域四网融合公司,物流专员,仓库管理员,3-4.5千/月,3.75,八里台海尔物流园,河北区,39.1439299,117.2108131
天津市山上下餐饮有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,双街镇凤梧道与龙淮路交口,北辰区,39.26472877,117.139394
武汉众创聚世科技有限公司,库房文员/仓库管理员  综薪4000  住宿 朝九晚五双休,仓储管理文员,4.5-6千/月,5.25,滨海新区,滨海新区,39.05917664,117.6462863
武汉众创聚世科技有限公司,仓库管理员（底薪4200+住宿+双休+五险一金）,仓库管理员,6-8千/月,7,天津-滨海新区,滨海新区,39.05917664,117.6462863
武汉众创聚世科技有限公司,库房文员/仓库管理员  综薪4000  住宿 朝九晚五双休,仓储管理文员,4.5-6千/月,5.25,天津-滨海新区,滨海新区,39.05917664,117.6462863
武汉众创聚世科技有限公司,仓库管理员/五险一金+年底双薪+生活补贴,仓库管理员,4.5-6千/月,5.25,天津-滨海新区,滨海新区,39.05917664,117.6462863
广州一智通供应链管理有限公司,仓库管理员,仓库管理员,4-6千/月,5,赤欢路3009号对面,东丽区,39.23348848,117.3926663
上海优尔蓝信息科技股份有限公司天津分公司,急聘大王古仓储质检收货,仓库管理员,4.5-6千/月,5.25,大王古京滨工业园,武清区,39.56060876,116.8343686
上海优尔蓝信息科技股份有限公司天津分公司,急聘质检收货仓储,仓库管理员,3.7-5千/月,4.35,福源道33号,武清区,39.4103057,117.0662325
天津诺镁轻合金科技有限公司,半成品仓库作业员,仓库管理员,3-4.5千/月,3.75,天津静海经济开发区南区泰安道与爱玛路交口 天津富士达科技有限公司,静海县,38.93821023,116.9684007
佛吉亚（天津）汽车部件系统有限公司,物流主管,仓库主管,,,空港经济开发区,东丽区,39.17415786,117.4053851
天津市河北区品全优生鲜超市,分拣主管,仓库主管,4.5-6千/月,5.25,河东区人民法院右侧品全优生鲜超市,河东区,39.12398251,117.2442112
威海万洋海洋科技有限公司,急招小件搬运工6000+包吃住,搬运工,6-8千/月,7,山东省威海市经区海峰路11号,环翠区,37.44509538,122.1585258
威海万洋海洋科技有限公司,急招小件搬运工6000+包吃住,搬运工,6-8千/月,7,山东省威海市经区海峰路11号,环翠区,37.44509538,122.1585258
天津市冲天图书有限公司,理货员,仓库理货员,2.8-3千/月,2.9,天津市南开区长虹街道长江道90号四区16-17号,南开区,39.13682808,117.1584757
圣罗兰（上海）贸易有限公司,仓库管理员,仓库管理员,6-8千/月,7,前进道佛罗伦萨小镇L212,武清区,39.38256396,117.0244315
弗玛仓储（太仓）有限公司,叉车驾驶员,叉车工,3-5.5千/月,4.25,天津武清开发区翠源道北侧普洛斯武清现代服务产业园,武清区,39.42236102,117.0698952
天津科力奥尔工程材料技术有限公司,仓库主管,仓库主管,4.5-6千/月,5.25,东棘坨镇卫星河公路,宁河县,39.42918032,117.6496713
天津恒通兴业电子有限公司,仓库管理员,仓库管理员,4-8千/月,6,南京路80号,和平区,39.12282355,117.2174958
天津轩威商贸有限公司,库管兼司机 5000+ 提供住宿,仓库管理员,3-4.5千/月,3.75,金钟公路1501号大毕庄鑫汇洋行政区3楼,东丽区,39.20163798,117.26437
中外运久凌储运有限公司天津分公司,计划专员,仓库管理员,4.5-6千/月,5.25,天津市,河北区,39.1439299,117.2108131
武汉众创聚世科技有限公司,库房文员/仓库管理员 营养员工餐 提供住宿,仓储管理文员,4.5-6千/月,5.25,天津-滨海新区,滨海新区,39.05917664,117.6462863
